Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-06 05:27:11";1386347231168;2157.332502394088;46.44709358392716;146.62511757985519;554942;7.0;3639.0;142.0;112.0;190.0
