Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 06:40:12";1386265212487;863.2485420988481;29.381091574324603;32.09592621875742;433823;3.0;2654.0;30.0;6.0;73.0
