Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 07:54:51";1386269691061;3018.4170385159205;54.94012230161051;60.30987289334722;498243;2.0;3044.0;52.0;25.0;147.0
