Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-08 01:24:58";1386505498364;2742.3804700233477;52.367742647772666;116.42336533498121;540493;12.0;5776.0;113.0;72.0;165.0
