Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-08 01:50:33";1386507033287;209.28985391917135;14.46685362887077;10.72354635507613;245108;3.0;1333.0;7.0;4.0;38.0
