Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 07:22:10";1386267730988;1004.1956147700581;31.689045658871745;48.01528949416835;474051;2.0;2577.0;45.0;9.0;97.0
