Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-06 05:27:11";1386347231168;1892.497584148463;43.50284570172925;146.73904391995026;543762;7.0;1498.0;142.0;114.0;190.0
