Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-08 01:24:58";1386505498364;2446.6977284028767;49.46410545438861;116.37783163804404;534717;12.0;2370.0;113.0;72.0;164.0
