Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-06 06:15:39";1386350139423;1916.2468609777295;43.77495700714884;129.6468162784779;546169;12.0;2054.0;124.0;94.0;172.0
