Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 08:37:17";1386272237285;2775.4769298158426;52.682795387259425;72.4978818027877;497829;4.0;4059.0;67.0;38.0;108.0
