Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 06:40:12";1386265212487;864.5656902874657;29.403497926054065;33.947262027624795;328473;4.0;2151.0;31.0;6.0;75.0
