Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 07:54:51";1386269691061;2870.157923108436;53.57385484644946;60.42061962169812;484005;4.0;3044.0;52.0;27.0;146.0
