Number of Users N,System Througput X, System Response Time R,Utilisation_0,Utilisation_1,Utilisation_2,Utilisation_3,Demand_0,Demand_1,Demand_2,Demand_3
90,1.71423828066476441425443164509819027695743479088799904709019479604204125492941923929795303531569937678855742849827315091771929189438782109973855613824923608740026570062975775499259030768125073509200408,22.50145269483709263090885376364243882975668169946241925665009629392649945726427957979833648946647212589481204818879680889140724920693372516714921426329893916744259148777339570867267752056414128499778249,0.99443577783822711429703110556410362977143969883038210766834258583262627203423316786062445790890391923526456579619223219327423868321414408412540137531781367548474768678011000670607706645437803736540034,0.81990229271264073543629508607516322252281001479932571243752006193079453620713766188482511492307659056865691038930323728965245891595748518332575299695633077561872530788131639368754298533660043737615161,0.99999999998295871276080718092238450744835248543412869576554337034395681147953163217336534443134415002869130462506664904428112249430935689916639844754292047352150502652094851805109233894498817725696489,0.99443577783822711429703110556410362977143969883038210766834258583262627203423316786062445790890391923526456579619223219327423868321414408412540137531781367548474768678011000670607706645437803736540034,0.58010358831363565875149115113837209053074942749556351387241225873701992449916295471103159291587499649891934617650580611909659062375162106134004659001621384981337178452263224144257005013790564387082966,0.47828957150267980749578934960246989540202370590143645776587880012754620247463227220966920734794132332065766884552234135935068567383397021355397033976970377295540250519950449967249944328800502017091677,0.58334947437713778105623601082361532154657114195108981627151673350251369945335064147898900070546735032071836289290993438161147619279037943327567560125201314181701110970251394803747121224557663632142507,0.58010358831363565875149115113837209053074942749556351387241225873701992449916295471103159291587499649891934617650580611909659062375162106134004659001621384981337178452263224144257005013790564387082966
91,1.71425584092775742133714122834513527035303983298716168671956750531791133998447350392879718610653457349171913509851618135326897060512630415510162511736161916339003651942394195783310445830065212685808398,23.08425838628071135866726484052475220070799593972260488894322478951180495498307067074957759352848136649523180645027814326138484945322328591954926041454976786164507854536044580027872393519459794383032764,0.99443587743668818643458890358770573876923117290859610375543331981752462511235275466437506534176733461942039590109320333061713074546179953058747806605992089163506998173171539717405995579311267549346276,0.81990433604526061148295507271511996916832099325396543956406759458782711664344623492247355701573338569126204638411264231161106781126161550366099257118788382795861709749979389745424838570251448538891121,0.99999999999036929905932507218840719829361203922094629958694323447408175545479388923503519941951171643972255956559202485445183153451976958068608353849761895884240855559628903354931921394377385424054780,0.99443587743668818643458890358770573876923117290859610375543331981752462511235275466437506534176733461942039590109320333061713074546179953058747806605992089163506998173171539717405995579311267549346276,0.58009770402677947792384817409609569502261292686355506192099803995311921905415321065441491101374628744569166203711045735929209257358098453391176497393042044313754256648371563647889932597987043030973907,0.47828586402921477088810980776471353169256714429683838871499151262078436434510397853752889872917875368693688493091688917611438745136118883072495286952682800709500496409183916233220515784228502051042574,0.58334349874471948067573055239776140026547879673347764573526951538275284944361560039506085633482204249841726313409096279769031345365389003180814520704216903370648603671416375100891770236565533636623393,0.58009770402677947792384817409609569502261292686355506192099803995311921905415321065441491101374628744569166203711045735929209257358098453391176497393042044313754256648371563647889932597987043030973907
92,1.71426712213548773897284578411170285490909950982094264801786254130486469539372208021206403606812811622744671303578549651828655553551357602343066790009615390176047024569265631404073859411440645344033453,23.66724871057099222329445277799420618646472795962485668043792090856231903576112121396130564448102983929994831814600946152346131482468420260070835308707001215448620804013763791093223735697622975172982889,0.99443593957055170044404529822911871640127241065869382969906021137094949894912793027658703109971464980314740063514834012178657013433870334745471927017889423157059584272560039971960139642275132418098315,0.81990562989514838451529535617705996769482548989220800440671313704893927683154302730746037573264326615328686219769777828693217479976917182929336040175154241449000403132287977640534475798311911460240244,0.99999999999461643674378749680468065585180154613707613491121722993687151489305722219991109549313873770971248289402670475406386236004962711991819963971539115733893543213036468808639130501824201711685355,0.99443593957055170044404529822911871640127241065869382969906021137094949894912793027658703109971464980314740063514834012178657013433870334745471927017889423157059584272560039971960139642275132418098315,0.58009392277894721617068797678570695356470992633539284255459370107014970480432366746396151605263376149895794371941612831965320773397104829452932917968009236064304999109097038299733448204250895451811822,0.47828347129109020992002758915725299202167923740208426656996336070480002322717825781100909240734882679898007610475960817375475268238559808356824715789467145958047463365274041066761323606630363294150604,0.58333965989437033907689353199615676233992488191579614856571976024766056195005367272839523507680849274447418592514967616475017674848127489153577020915215848825824418160898161866751927324110889925432744,0.58009392277894721617068797678570695356470992633539284255459370107014970480432366746396151605263376149895794371941612831965320773397104829452932917968009236064304999109097038299733448204250895451811822
93,1.71427427815733252899540513342652806144926674954447949123941193315767463788525841409575702923799597164388498129540959580150294094144565210619929629738737945859354794373608626368481495703156159985490718,24.25036190822706456198874565435607687889948993823450319914904470480602160695247853802604667842018954698368333941033758500351765474625679313391999027228595733355637725014598016531220290040112150165597359,0.99443597786741970608554050136724709056003232059348340444358404318206849399503811330593496173629290282606045174039789265254655997077070993678929979309490075122361759623744493129951453096740872155076717,0.81990643894341542514607775331877622491584510725796842573813791579801341754461115917659103819316724028338653655256425409752428379093430538889627411288710899632280869192948380752672227581540784155409412,0.99999999999702293418872321691876276999891146442016781061863242929857721866836107804684147818008414281005755077310100934043915613852083640340485493468418924534718878233692881309682771252410045607252305,0.99443597786741970608554050136724709056003232059348340444358404318206849399503811330593496173629290282606045174039789265254655997077070993678929979309490075122361759623744493129951453096740872155076717,0.58009152358999137921518148202561003058906350794523326498589462712336746897452016222548351443517895692998348050972832090064678684463954336331699906427403765629199747341442404599452390899217408348481833,0.47828194670501036176553592193641342880191517632354822132143683609148121848262582638592898939605953742497815929104616126393268678985453486212943862856373670423790558202647217354863828497144342333270276,0.58333722481790922219679968342469351133821006798222351877941464089152867799724941079595031766897152342231244974442084653360681210266393125517705354262094292530886494853824646030004344339850739149312337,0.58009152358999137921518148202561003058906350794523326498589462712336746897452016222548351443517895692998348050972832090064678684463954336331699906427403765629199747341442404599452390899217408348481833
94,1.71427876104182555354293849472290542064365508793827500209984963206035423060195390680690819519398081092870394876707519113499506012163046564669821301293074102194078718642571339864831092560202555732220075,24.83355574146704147283404845528978581305546990794255579319640741047659169334502005851009863911693700081144175953877965025268891653114294117795836078515492482871575512126106881372235522249470200150990618,0.99443600119268254705571812169038567914965717612110353921394762348786853561336570798733853449077057525506529123327899659996495277999285131880786633148597318247346580081790638051506053208176055632312116,0.81990693861810971408140155836966621225599710229028109692319576806231564724398247816382784363993498102348916387286542881248023988898568911597069525170481500426606688801219468139593827094216299374778951,0.99999999999837121680090567841891717136849866500107679703738398166280679408196955334204110147154814148475863199946878693581272689219645394146748563900607836693761872669136683847461502090228051435634591,0.99443600119268254705571812169038567914965717612110353921394762348786853561336570798733853449077057525506529123327899659996495277999285131880786633148597318247346580081790638051506053208176055632312116,0.58009002024170791255248730937849472999815701443634789659410696453276080928310823568589897832633593513204308831088351742214537313232979300116473346842406824063832747279200276968108962590319968810833405,0.47828098746310335173760811366622602006207417227986181733382793386641690569236249538403128397280563300626866234718886336080522744077279573054815614725514859754717736893453464333990834138680677956316364,0.58333569937635882445208239322183690333002993447391053310378064137695647078080694042463130834595171579907625832693414819644535745411455354553302137048596385307586615522732907666624414824243434762393775,0.58009002024170791255248730937849472999815701443634789659410696453276080928310823568589897832633593513204308831088351742214537313232979300116473346842406824063832747279200276968108962590319968810833405
95,1.71428153493068369748931002904479059374473229826283837981445252624763683978592753591524711269726879580289450072812634990225734548599139804429486098867630111968325453049047989239887032980091439901842928,25.41680177045206742875848281770062348446375898000787551700279509160369460817064484012671901853388380355836852857447481950071150127260090313547463265843884014594616013205117183169454532636089008190805233,0.99443601523327432787780673878468963522261712377649300741493832225564092709537470134235383800936089928977702836374592889884640856021810933956903869135645351666661856117751001652250502321771809907077995,0.81990724347565162462855579059075624427663525168380156400272986492991373893535246319885802511331697056239632555417892757066262794843218905685397201479122881195542189675774595119784470967722086377869052,0.99999999999911825485391177169025803776966901338985402723651215941924680893986675085031964160852470516708238834361666608234586542018741748956561753824897350922015649059861975440990796277904879617689371,0.99443601523327432787780673878468963522261712377649300741493832225564092709537470134235383800936089928977702836374592889884640856021810933956903869135645351666661856117751001652250502321771809907077995,0.58008908978505911440532356423032188491789871904790520847349992512304683401105486487956702181948830709227168102505958191617403413924326565750330229331906160179568018599640880220260466983665133149711003,0.47828039138787331855786967679376827410626045045391750643157072903836664052540400913010751752890047961677644044965045796517092219934479482558200603655817243866456044943844873653541923102869366449476715,0.58333475547792846245037529652913830132124967294779136240130857412092524663820769937250475855452976892738028935324777292184308745303678443557367580872232832793762865192412817879930068216639925566908432,0.58008908978505911440532356423032188491789871904790520847349992512304683401105486487956702181948830709227168102505958191617403413924326565750330229331906160179568018599640880220260466983665133149711003
96,1.71428323059329758904354268688152246195264803944763681148968420845822267814903496483585083406852421694273317889980350867239447308605120120967758713337613105480467188100202437922750774356989595908473368,26.00008113406982746772456708194735314762268965156624313996226340306892590401035287322347542587799719251073393904927326899880546741722184518154437367788015849846023563262808928046423398704362438043947831,0.99443602358747687409266409832229412219735054857886323812305137875452584407017946197836047049497301019807924335521068844690380717850669576781400388451544015866055117848484806852268359165594111950890941,0.81990742724586061020377638611530751537578915091118047810378971706607386951711389791164082957733371859781630071487639651507477249468844914346508482799255474779732802577453426333950603330186291137375065,0.99999999999952763721325122276214784885343541215497058646308092579768022651501175176540623896932686059018270870585481554143149206926604489087583550534511533658129829221155722744513056145980061701463791,0.99443602358747687409266409832229412219735054857886323812305137875452584407017946197836047049497301019807924335521068844690380717850669576781400388451544015866055117848484806852268359165594111950890941,0.58008852087021335046749055740719270984585353588715286736447696034286096830264620302906064796963098925382507172709875598691881096641570782688425118693549750339176237051933190204670613490039809404953755,0.47828002550202758746332676104502740596781049351333663196053831927734977564529365990802263427227527225988495741864661526449723386684603340045072610313546686547533279734053969637825803650078277217480656,0.58333417847961849076397833575682389875742458388814441621935029360048260596048286873680275702222644112003339155581013803613730656273796218613034270651405587265692635781861126992458446434992126176429483,0.58008852087021335046749055740719270984585353588715286736447696034286096830264620302906064796963098925382507172709875598691881096641570782688425118693549750339176237051933190204670613490039809404953755
97,1.71428425478096325921940710607240347559479642859132846295564764577877271974111215242403524188650402369306687065422389389694406475437113593007379276177547602430036382227395385477494163948578252879557411,26.58338150716658099836228155622629177715323831597593208398645969188333931865672900165402109232893588533545022168664981274926596843851592388373260498575616568837399374061292548361224294956286865916772935,0.99443602850162723069068000129048448832748318628642378401264467433153353095153703135660285235995982911052163310900196782228496252215596047098475728045881860343819770453324714807718598193422073888516064,0.81990753671493831730106753982067552192651026711492233472242483215778779800746222499077834758189375014373444898897863057708712143415809729474838742370549844572757245873764646193652612869986754188463130,0.99999999999974955749859756082863602814580043350723295291788800732182565188111964669154743794154334953722307254522260395488871522552300222774737757936165778374723527453991957310943652659260406127100935,0.99443602850162723069068000129048448832748318628642378401264467433153353095153703135660285235995982911052163310900196782228496252215596047098475728045881860343819770453324714807718598193422073888516064,0.58008817716679539495779246353567245766633723461943653655667372538024510866693279251788205561790190152735764590901927221034154502449475270030065051410733595662613689470104421860869238581493330687938346,0.47827980361384067350360470751355054882982697715494600208164556860316216512513291335808919784079759320436497966760251157579163733342359399569032069368726458889280538512019196949904296788226205240662452,0.58333382997064340324494657978444048703872474928479432657607100480220356818667094386202276558153341961897867508105458019579598691254120897536090381593927449263724682996865610625741677352108755078735659,0.58008817716679539495779246353567245766633723461943653655667372538024510866693279251788205561790190152735764590901927221034154502449475270030065051410733595662613689470104421860869238581493330687938346
98,1.71428486611395722433541270471891823384844691973533519192446303556431384161656740515808749402005955070388644313595122289508257129022610071441658239752173955533862353181113571094048552332725832117434106,27.16669495085272608302403990856870083134473952469421849419714952595790726833882781923227914186889120142590995452456334979049481069317687111171483318095388408122390752939337428021792200662191585479439619,0.99443603135972389472874597246592667806383159696575049509717337600764525334837788507181114505628777735183781907457084964020018077965881166936459055120859048615065115707848518941874962626709860306411288,0.81990760116352237639732952944570534913088847388488365058226352916400714249608047446237977236472491375699032461987299557019215264628369067750084005324280334521233995806755577677879168004420149988992590,0.99999999999986857251326961480226420085748763137636280595605831116125560181625578006418948007348868956749937989463560444823004590872320294635702565850812021281683979199531839918708453364900286495487638,0.99443603135972389472874597246592667806383159696575049509717337600764525334837788507181114505628777735183781907457084964020018077965881166936459055120859048615065115707848518941874962626709860306411288,0.58008797196814235865330084363250599030237685939641815540606782378924495973073008131453355164563705328249899687866212743155093975275094403541628544683301030958963175698049315392958593096520412594501604,0.47827967064898474853252065700739368008107467311204917101379879065747039309613580738034922998958495512579424860891190843844674749968602577078556552580482648661933604174943293679086053086338141034491950,0.58333362194740013069369353809620185383386482173378782736463050760829262066094303285692553347056318048512859317225756600446077823937619324432792000573268997544531597719990777013768574469634186530200253,0.58008797196814235865330084363250599030237685939641815540606782378924495973073008131453355164563705328249899687866212743155093975275094403541628544683301030958963175698049315392958593096520412594501604
99,1.71428522677613127187192512045273968961503790414275927577691408502523199060728349581616875017053718449804854479136332876427496587707980103933641032610130930265892643256279283763435627459619930100342309,27.75001642298374815662388488967692781801894146898626241719449869611033646143184034149217180234129172889651218837916637982172379428258623344836265134350963706447846716967994198822751312412968589440548308,0.99443603300352673841985732274074590270632715219906885160939784765481732878707000088570882301626453018653548866845033015546928782474412791853614287025043081358530590609191071077705974135696204310430838,0.81990763866998791297951475073215007169715245799217915841615639100614765266821038635258498232615612474787851562485795114272950235706135206845268616813571011914145726856217770115596116337796866992147621,0.99999999999993172600033508625084771104656094359843113926375818249166842911067370943832095069685742183041249860931822415875076967767581786937537061996789774057160615178247192318404520305188310569479297,0.99443603300352673841985732274074590270632715219906885160939784765481732878707000088570882301626453018653548866845033015546928782474412791853614287025043081358530590609191071077705974135696204310430838,0.58008785088444927012131764549831743388522229366129030998949110543666111537217796975003589370270303129392937202632652507108709661125938566246379614671986525095554774792135632140304684619520205794893912,0.47827959190425885698234269386874429364877866623532128495382704270673263656348410082524639083443297229261473488191138429251459686197619363184723165524717482113020903998478348815226929915664768006649017,0.58333349922201823567698962963378640246205626677047622824117422253482832844363145195371571923783790319112619783048721730574368860145739719029367092018942670150488546393474236327130009430200201871009337,0.58008785088444927012131764549831743388522229366129030998949110543666111537217796975003589370270303129392937202632652507108709661125938566246379614671986525095554774792135632140304684619520205794893912
100,1.71428543711134549756079112854538738637811097153794257543068662120891288184755057156537085079978922849277655183060790864234412562772703875346941754367704808682779889415548527337820589525075350732429487,28.33334276496268510589409768137777842919154717488461607941428903313615537807073264377824533290812542592920380035286356150332844144561678357321500406951867615520657655645326059888047333401498639090833961,0.99443603393855428712617028249695285595381302277664557069456179398473304230994252705492373817424443124604040727481379441285554847089889534852207556060674455945406361296256646249698913281777608423244119,0.81990766024907110879083895295283875763079979492002236300369994996506236896739449676419354932666490923429033479912767715312117100114540129128837397363065590754169501895929599508608724207009808332344126,0.99999999999996488766299232804325120145311586956597478439791353046385783573120242572757013718069847742824118026973483865589119546189676359505475605200565110479740524569836948735898587350047725823943552,0.99443603393855428712617028249695285595381302277664557069456179398473304230994252705492373817424443124604040727481379441285554847089889534852207556060674455945406361296256646249698913281777608423244119,0.58008778025567752904189607253198693286000848070728723695548806688520981417652332430702064385743763469995693812335251907187607146828613941628015032806115696121724913448006238502295830679787474565267024,0.47827954580927635494435801110212162184907857290023304191154977422417025530358580167656511186773934721266447325988828780665126945846342287133594862010439858893633579507658753234529910708020728266840804,0.58333342764960636885904150268903209760588375482837550257327034507886208251390943926927873853813848080841578758632410286265851531775891319654476122668555608372354761109927418294357386103382976114423533,0.58008778025567752904189607253198693286000848070728723695548806688520981417652332430702064385743763469995693812335251907187607146828613941628015032806115696121724913448006238502295830679787474565267024
101,1.71428555838715649593169165274574847918190429559029818455989350612318841329007991435599541522470129930505961636455021944454865756346010341725017148103984224938710183991580290378500112016637404576554199,28.91667202459744907155084736392615004404108336544752354864062622107617843515946951149669049945404340726622917902203614394543431539207482312040524926095198692760205924186849406574276860859716659274359937,0.99443603446464032637608922615132050613947312168958072659103350355191170998481811239368674671216819493157266152559946687869470424715253632734429531148423503024998112503897379232362963362000061346925006,0.81990767252502559984203200026957735386168083924572700126919712152996735420791803222257948307333727260149872263046395093949557744651205822604774205001104140568257539317132551250336507955498898142397778,0.99999999999998212101814253219603487259892338096912124557932046666211181920421098558630645916230364728214313800168882100471184367591688194014025781006166117944160958791385290789936655716803690817979543,0.99443603446464032637608922615132050613947312168958072659103350355191170998481811239368674671216819493157266152559946687869470424715253632734429531148423503024998112503897379232362963362000061346925006,0.58008773952469801405675219036077095620936066022552869601884285048882681919242740829650508943434232362619716297706540394359307064421565487411063149070001271857345577675438422556577770717446976401454086,0.47827951913473249778024117147074696770375170067011262525981396423685494801836819968764308986346857805031396973764988796530709085556412531395032545752553431469683623438864686037752518856343118967154697,0.58333338638214253169743185351706619888747088566759175327304982311873181690193606221112667935519799732785608502093149805566505127969284882150542505763486653536162590705761959095661252281185105396281151,0.58008773952469801405675219036077095620936066022552869601884285048882681919242740829650508943434232362619716297706540394359307064421565487411063149070001271857345577675438422556577770717446976401454086
102,1.71428562753004096716992819311048692736832560694057276177309017978612967468539982665938748032243529411963218529286754976228540092204534005187232918402750171077952047213929579147128067138139037700350557,29.50000301114498048425804993649132253286405526103940554755036562569348039115049382978453243372672645248236439875602651137257915889694404172743057833155519028541618903989516109292688636563456343361213177,0.99443603475746054157497893696038095234793510644069095600623268693829935920849772286894057958527812870779148926173648063234514699044682337630583540434013497960534880527779165071450034071896101225548046,0.81990767943112002854128105626068663342575103285078426666730488824038685187993126499923098959542411284983850101320711606428307912326566545572449105094655588362758819200006095944643559705146094444432521,0.99999999999999098538775496252594458313324816189012107533351863934907619064499962195351380996792531367552585278323460890820223918868282189599543302169390354804356509648874287622720815268573523022579350,0.99443603475746054157497893696038095234793510644069095600623268693829935920849772286894057958527812870779148926173648063234514699044682337630583540434013497960534880527779165071450034071896101225548046,0.58008771629862722251282087293084836981003705620401505037517573224245967704171141859189028154558755701080912154893413019047927423949131761101959852023576678946849219526671466065087266269747132545193606,0.47827950387267191252666124055209874498845616454674888688442918530177870293865158341747076279189252827099754991176025049903351414067866494442513895870240738738737098560623781317476264186676800365847372,0.58333336285435729524316005786639577167482114402071610700911744730938073497330219017033064910388074383281037783143814844621504381543578921501606188856279436930063212428736027774174589629999038706899076,0.58008771629862722251282087293084836981003705620401505037517573224245967704171141859189028154558755701080912154893413019047927423949131761101959852023576678946849219526671466065087266269747132545193606
103,1.71428566651440299924857114519010956110752353398093116476038104207472612576167517328561920612280832658614103387100247462629895692978776381312224068617953882443095244825403893659695532541896501967500281,30.08333500765149153805466248138635928656775420359469157035929869087475662845244482831353686034298538611584968939967500681127246414386776513742400277337314053199471298496751867572175425626270151238079886,0.99443603491871433258643511718630810051970819673682851143338047952844981133348193343133967689613784980169454389480532264667071427244326279592557393791286825441428366427336616737736997339916505988868481,0.81990768327369663974048228440163582424321480599421412477080170922717653621320030128136458108425996675016440261570978584013086532797501972911162668327260922277082045720601415474022048971487836217023595,0.99999999999999549894546771272864603159329961371004612898757229141152149931589504393736805270054265851104937666286162615536931999627396860533144558961652356575916274535883900812351771813336542822434922,0.99443603491871433258643511718630810051970819673682851143338047952844981133348193343133967689613784980169454389480532264667071427244326279592557393791286825441428366427336616737736997339916505988868481,0.58008770320098766913018806967516798179819680538281848017126619496293448467159315315779059424354153837404679923390027939840956458264121214010389037919701841609311047340426915928902931341189122866955887,0.47827949523767891839278060505531627086480433141665910574661089502482104322228303384720197874871890314408793101112938061460415820726800890906334998656020672426722293670123038738462154127089893518546328,0.58333334958884680679308069278800676485985630155629440612004716379948584803691682997008690446000723103283131332909430363162465669712963516521637857693388589294467636776339616469056660085048102156110438,0.58008770320098766913018806967516798179819680538281848017126619496293448467159315315779059424354153837404679923390027939840956458264121214010389037919701841609311047340426915928902931341189122866955887
104,1.71428568825441868441594311551309229468419564416811972291274096228571314730048925211422459351588291774306481784596823595579697809239739602312151369365264838326908581406850357379328456516463279019842719,30.66666758788530832346940925350974259148918826543181897041592355503241800444001504617359062211370729238191070333284110464048356955953906746631601620241058535441155364513400403397578558005156295774473471,0.99443603500658312491359124441895317056718548299555699765694739536965082437200008664117949044466019414893124104643885401379612133422146977043271303550526473482249708013978796356123126497061664261979096,0.81990768538855620125091471516896659920739826091017088010939230480926427483242357738127553731489489620316409072505893273232559188456676291870712482026378065111608220361683097730502619302802595085378113,0.99999999999999777420383651362820405691326623549424906206325664277203280934355804093413267033204863626225929171801198578427799566655998812190604577071380877040748573745667862710586908514405434519238479,0.99443603500658312491359124441895317056718548299555699765694739536965082437200008664117949044466019414893124104643885401379612133422146977043271303550526473482249708013978796356123126497061664261979096,0.58008769589576015668044022116049308059736311410290387691985823745739398400871758040758082030971297809428439866493310385318241851746718422545811609668400973351933570323225746877119883999978491912050909,0.47827949040596141436065137647411850067916271814966273244379710905620428639356751388912975711712031832090024268004356602250649481417135428381722731622785357962993867915035572460126485457976637294684540,0.58333334219120358934455231380162618787777092958397310423118357978248137484535448427206377118394218315109030772325663355097656893699767428486787869125871434929986957697979975265659359870927815018458199,0.58008769589576015668044022116049308059736311410290387691985823745739398400871758040758082030971297809428439866493310385318241851746718422545811609668400973351933570323225746877119883999978491912050909
105,1.71428570024695449876219868223785886463215908892726730312361088616686387769238356397516032192132765718690483617643733536256603181324813259335971238710536448003821547337616693263058947883693619891192702,31.25000050159319232899430667758194242547762090525785661950851548897039686399299280879007723446165935760439065907088664657672089875242818745552446451093132087631288049234529079675134494102518067082064826,0.99443603505396640301713435086984313620898425005433225600737308723075995565359011279570495826654021907999031220567138825561730076162678853355387801130682472251606370793405014926693635719865560403925922,0.81990768654005678646336993127433295211075774903293104704749166629294895856797111434704658650274157845817778835006923632926621721858003994337351327791614162542330895133391141420894680190662238677551117,0.99999999999999890981413293450865983738474828569221328936648006232502997978471183014600043098349470370757421179544674189421066963245124503820652566613564427518505618180065689021006164702592915429751037,0.99443603505396640301713435086984313620898425005433225600737308723075995565359011279570495826654021907999031220567138825561730076162678853355387801130682472251606370793405014926693635719865560403925922,0.58008769186531226261434450693984753710617343729229868342869944796459308104468772454832166197278976554174838539845441089635459022759876351829942802329733344850078792021701470025534897727585174991748094,0.47827948773179611502465608139850642609519143049789323533424012080553992953281654067524397950457282485564787183691071048889443973668983680341255428864594538837157063189155283063501520991067032704330908,0.58333333811041071957247049606121965840833912352462217601339252163934648708856889558870530804212493757592542295820234495338153113094502696297815083459376746655749954872424428203080305074912159214814436,0.58008769186531226261434450693984753710617343729229868342869944796459308104468772454832166197278976554174838539845441089635459022759876351829942802329733344850078792021701470025534897727585174991748094
106,1.71428570679177453807209621941910554511356582619102453392971299409784744324423349070799591772192858589809359890558163153350011720857459012849831929996966013373610693393869143488998439721939260618482190,31.83333360363557791254406900539713918089250176195195874940244613580508638549829571047412330023910089356265551744885406042908379352531779230477406896454537259662898576845608792021610206962818785578571270,0.99443603507925529756074289225915263965249110869725633503237642064780023958261275379162090392674745189177870646230526551010137184812232191690693172711288985481197045817274619661336975459672100018844383,0.81990768716038798026974988248120516449655517803532496490775293117922249138349174807151761502873709401258416257079549466248036206933349146170481247222569113814556020734883271188613247491716976649111442,0.99999999999999947106885387072564671243524264021315188633741899435593749176636796963219668644245990703723967543588767295519751052537871453339230405899506691460892017809531417900459225471536774003013520,0.99443603507925529756074289225915263965249110869725633503237642064780023958261275379162090392674745189177870646230526551010137184812232191690693172711288985481197045817274619661336975459672100018844383,0.58008768966539853715295019881741992638365713982510706058966258320539510306698900757430234431513670388596392306596387875908904781256432560026732310398409247626598281767114250503693122910130490006346513,0.47827948626767495252089680541802802049054058624532873844730810862109001642140706349620557803970786945537402075653412442911263642188955380889395909348751455383542506835961144870936957207232629686123973,0.58333333588335420006573638717600881417391462578036186255091366042977345074565708127220883235607492457348945161615336148354154606130995418349971546177938397030359123794788485489293856739971007099962332,0.58008768966539853715295019881741992638365713982510706058966258320539510306698900757430234431513670388596392306596387875908904781256432560026732310398409247626598281767114250503693122910130490006346513
107,1.71428571032582095667611929320338672864952929767736302239103956251969443149562496106845214280997983716028975350655107019326701513782532902476532556200098276335964736036097275606186189130388905967915706,32.41666681084528313962076136719245172339610068311192795700458863412959375993630421120618688859863252273164269273366374585072082335648455891202445280095031324961310818865702311915895251367146491660258365,0.99443603509261498272371825625077186654386269386256332752406711197547332671815892537999549381587198356759135267651494081979624777082173278440310515071154054425282065674540213306163256551234074801972199,0.81990768749107086149701862311080144892403024401519037261863269556387285494528958027866298553002766975999819159410470793358727568110982339554294498666314235896778412835772560672788571688955886864331009,0.99999999999999974577408255448401255383171786258366756206567302225240311300642581761305107759343000313421514034517575519464950902581337674572855101844292367213304655580182374481121849481090898921404092,0.99443603509261498272371825625077186654386269386256332752406711197547332671815892537999549381587198356759135267651494081979624777082173278440310515071154054425282065674540213306163256551234074801972199,0.58008768847732520450631155052115229265258260342634499712526380271926455636109782906234614266608240092100591625772436038580720149451136804050895700186416716611360365346069806882184277253464094705334555,0.47827948547458718650879177230287899519814121507506761994358002844446776573178265073645883582328704109816247992671033299168515077607161682992490336185472608443236182833760844080425400782791571104807545,0.58333333468079689038959231298095189809769513915426621072081456509166092068156395607637464936329373583036292482065695265894061812259669154125040723897946094100823096758426587390739797274393625352210428,0.58008768847732520450631155052115229265258260342634499712526380271926455636109782906234614266608240092100591625772436038580720149451136804050895700186416716611360365346069806882184277253464094705334555
108,1.71428571221418460616530647292864565593256322015024687141383921163965970479577946600785150034337462554366545860479439487245155630643093370476080275230931637766789895619878378864758820753465529335249429,33.00000007612871581541834211513244406315839222732517286829965483080422730528281834060130805494960828866698853323007515970399711527473783361103965063690955749680789649048967678384133215057068768290787752,0.99443603509960165546664694031290181879312425845280088585548747722451183476175642726550530354165297450260272686473281738929091375072943850710649347282410386598019368845358652652396230941163254079759915,0.81990768766552405584723894478535345846903517783927485983329232795929342044506210968578579189166088353190028432392176185910054186254724325964336346354526852474559667447104982041460061113357612652674244,0.99999999999999987894003945794697951343910744622682417259346433736953393824647542541783574955860977949877881911475272624996187200867825365540871551452872177501251112467347717021870252200339992717380217,0.99443603509960165546664694031290181879312425845280088585548747722451183476175642726550530354165297450260272686473281738929091375072943850710649347282410386598019368845358652652396230941163254079759915,0.58008768784240780191766399409929823569659378896163875405509764337097073356647809775225055026578292969114023505667552354151558768309606110855112128186784409764001875695738816535084581552816325338843981,0.47827948504950495247723626905915978902953335065642402723468626346524628184738541929721052890283143615300308523695824441524064655991678532481738841676066007028803388597533350963634942072504187644521245,0.58333333403822877952445202545974833961212896393365925676175782868866963606921845249067444798844915169160595132949396125503224431526980681465644612213145618204443789967170730632502448958317044119031368,0.58008768784240780191766399409929823569659378896163875405509764337097073356647809775225055026578292969114023505667552354151558768309606110855112128186784409764001875695738816535084581552816325338843981
