Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-06 05:27:11";1386347231168;3351.5685524149862;57.892733157236464;143.11764705882354;4182;47.0;995.0;135.0;108.0;201.0
