Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-06 06:15:39";1386350139423;1330.464325313942;36.47553050078836;127.94265232974911;279;87.0;608.0;124.0;103.0;168.0
