Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 08:37:17";1386272237285;4017.3237494301497;63.3823615008951;72.41265141318978;3715;4.0;918.0;64.0;33.0;127.0
