Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 05:16:05";1386260165931;917.6278265110377;30.292372414702644;15.20247140112962;69758;3.0;2433.0;10.0;4.0;47.0
