Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/06/13 17:00:00,10/06/13 18:00:00,131487498
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/06/13 17:00:00,10/06/13 18:00:00,1939287
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/06/13 17:00:00,10/06/13 18:00:00,8589934592
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,10/06/13 17:00:00,10/06/13 18:00:00,26257
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,10/06/13 17:00:00,10/06/13 18:00:00,4228
AmazonEC2,RunInstances,EU-BoxUsage:t1.micro,,10/06/13 17:00:00,10/06/13 18:00:00,1
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/06/13 18:00:00,10/06/13 19:00:00,176445955
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/06/13 18:00:00,10/06/13 19:00:00,3360917
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/06/13 18:00:00,10/06/13 19:00:00,8589934592
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,10/06/13 18:00:00,10/06/13 19:00:00,79808
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,10/06/13 18:00:00,10/06/13 19:00:00,16893
AmazonEC2,RunInstances,EU-BoxUsage:t1.micro,,10/06/13 18:00:00,10/06/13 19:00:00,1
AmazonEC2,RunInstances,EU-CloudFront-Out-Bytes,,10/06/13 18:00:00,10/06/13 19:00:00,445
AmazonEC2,RunInstances,EU-CloudFront-In-Bytes,,10/06/13 18:00:00,10/06/13 19:00:00,526
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/06/13 19:00:00,10/06/13 20:00:00,242418
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/06/13 19:00:00,10/06/13 20:00:00,357714
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/06/13 19:00:00,10/06/13 20:00:00,8589934592
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,10/06/13 19:00:00,10/06/13 20:00:00,7929
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,10/06/13 19:00:00,10/06/13 20:00:00,5775
AmazonEC2,RunInstances,EU-BoxUsage:t1.micro,,10/06/13 19:00:00,10/06/13 20:00:00,1
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/06/13 20:00:00,10/06/13 21:00:00,105523338
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/06/13 20:00:00,10/06/13 21:00:00,2864916
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/06/13 20:00:00,10/06/13 21:00:00,8589934592
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,10/06/13 20:00:00,10/06/13 21:00:00,15426
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,10/06/13 20:00:00,10/06/13 21:00:00,5651
AmazonEC2,RunInstances,EU-BoxUsage:t1.micro,,10/06/13 20:00:00,10/06/13 21:00:00,1
AmazonEC2,RunInstances,EU-USE1-AWS-In-Bytes,,10/06/13 20:00:00,10/06/13 21:00:00,829390
AmazonEC2,RunInstances,EU-USE1-AWS-Out-Bytes,,10/06/13 20:00:00,10/06/13 21:00:00,13022
AmazonEC2,PublicIP-Out,EU-USW2-AWS-Out-Bytes,,10/06/13 20:00:00,10/06/13 21:00:00,2027
AmazonEC2,PublicIP-In,EU-USW2-AWS-In-Bytes,,10/06/13 20:00:00,10/06/13 21:00:00,4974
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/06/13 21:00:00,10/06/13 22:00:00,193915
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/06/13 21:00:00,10/06/13 22:00:00,178632
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/06/13 21:00:00,10/06/13 22:00:00,8589934592
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,10/06/13 21:00:00,10/06/13 22:00:00,298
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,10/06/13 21:00:00,10/06/13 22:00:00,23
AmazonEC2,RunInstances,EU-BoxUsage:t1.micro,,10/06/13 21:00:00,10/06/13 22:00:00,1
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/06/13 22:00:00,10/06/13 23:00:00,346779
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/06/13 22:00:00,10/06/13 23:00:00,415097
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/06/13 22:00:00,10/06/13 23:00:00,8589934592
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,10/06/13 22:00:00,10/06/13 23:00:00,816
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,10/06/13 22:00:00,10/06/13 23:00:00,5
AmazonEC2,RunInstances,EU-BoxUsage:t1.micro,,10/06/13 22:00:00,10/06/13 23:00:00,1
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/06/13 23:00:00,10/07/13 00:00:00,138420
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/06/13 23:00:00,10/07/13 00:00:00,216401
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/06/13 23:00:00,10/07/13 00:00:00,8589934592
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,10/06/13 23:00:00,10/07/13 00:00:00,411
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,10/06/13 23:00:00,10/07/13 00:00:00,1
AmazonEC2,RunInstances,EU-BoxUsage:t1.micro,,10/06/13 23:00:00,10/07/13 00:00:00,1
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/07/13 00:00:00,10/07/13 01:00:00,600722
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/07/13 00:00:00,10/07/13 01:00:00,73320
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 00:00:00,10/07/13 01:00:00,8589934592
AmazonEC2,PublicIP-In,EU-DataTransfer-Regional-Bytes,,10/07/13 00:00:00,10/07/13 01:00:00,192
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,10/07/13 00:00:00,10/07/13 01:00:00,1382
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,10/07/13 00:00:00,10/07/13 01:00:00,5558
AmazonEC2,RunInstances,EU-BoxUsage:t1.micro,,10/07/13 00:00:00,10/07/13 01:00:00,1
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 01:00:00,10/07/13 02:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 02:00:00,10/07/13 03:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 03:00:00,10/07/13 04:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 04:00:00,10/07/13 05:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 05:00:00,10/07/13 06:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 06:00:00,10/07/13 07:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 07:00:00,10/07/13 08:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 08:00:00,10/07/13 09:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 09:00:00,10/07/13 10:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 10:00:00,10/07/13 11:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 11:00:00,10/07/13 12:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 12:00:00,10/07/13 13:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 13:00:00,10/07/13 14:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 14:00:00,10/07/13 15:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 15:00:00,10/07/13 16:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 16:00:00,10/07/13 17:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 17:00:00,10/07/13 18:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 18:00:00,10/07/13 19:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 19:00:00,10/07/13 20:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 20:00:00,10/07/13 21:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 21:00:00,10/07/13 22:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 22:00:00,10/07/13 23:00:00,8589934592
AmazonEC2,CreateSnapshot,EU-EBS:SnapshotUsage,,10/07/13 22:00:00,10/07/13 23:00:00,35231255088
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/07/13 23:00:00,10/08/13 00:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 00:00:00,10/08/13 01:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 01:00:00,10/08/13 02:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 02:00:00,10/08/13 03:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 03:00:00,10/08/13 04:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 04:00:00,10/08/13 05:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 05:00:00,10/08/13 06:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 06:00:00,10/08/13 07:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 07:00:00,10/08/13 08:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 08:00:00,10/08/13 09:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 09:00:00,10/08/13 10:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 10:00:00,10/08/13 11:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 11:00:00,10/08/13 12:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 12:00:00,10/08/13 13:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 13:00:00,10/08/13 14:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 14:00:00,10/08/13 15:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 15:00:00,10/08/13 16:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 16:00:00,10/08/13 17:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 17:00:00,10/08/13 18:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 18:00:00,10/08/13 19:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 19:00:00,10/08/13 20:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 20:00:00,10/08/13 21:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 21:00:00,10/08/13 22:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 22:00:00,10/08/13 23:00:00,8589934592
AmazonEC2,CreateSnapshot,EU-EBS:SnapshotUsage,,10/08/13 22:00:00,10/08/13 23:00:00,35231255088
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/08/13 23:00:00,10/09/13 00:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 00:00:00,10/09/13 01:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 01:00:00,10/09/13 02:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 02:00:00,10/09/13 03:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 03:00:00,10/09/13 04:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 04:00:00,10/09/13 05:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 05:00:00,10/09/13 06:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 06:00:00,10/09/13 07:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 07:00:00,10/09/13 08:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 08:00:00,10/09/13 09:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 09:00:00,10/09/13 10:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 10:00:00,10/09/13 11:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 11:00:00,10/09/13 12:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 12:00:00,10/09/13 13:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 13:00:00,10/09/13 14:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 14:00:00,10/09/13 15:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 15:00:00,10/09/13 16:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 16:00:00,10/09/13 17:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 17:00:00,10/09/13 18:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 18:00:00,10/09/13 19:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 19:00:00,10/09/13 20:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 20:00:00,10/09/13 21:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 21:00:00,10/09/13 22:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 22:00:00,10/09/13 23:00:00,8589934592
AmazonEC2,CreateSnapshot,EU-EBS:SnapshotUsage,,10/09/13 22:00:00,10/09/13 23:00:00,35231255088
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/09/13 23:00:00,10/10/13 00:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 00:00:00,10/10/13 01:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 01:00:00,10/10/13 02:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 02:00:00,10/10/13 03:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 03:00:00,10/10/13 04:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 04:00:00,10/10/13 05:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 05:00:00,10/10/13 06:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 06:00:00,10/10/13 07:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 07:00:00,10/10/13 08:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 08:00:00,10/10/13 09:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 09:00:00,10/10/13 10:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 10:00:00,10/10/13 11:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 11:00:00,10/10/13 12:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 12:00:00,10/10/13 13:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 13:00:00,10/10/13 14:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 14:00:00,10/10/13 15:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 15:00:00,10/10/13 16:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 16:00:00,10/10/13 17:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 17:00:00,10/10/13 18:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 18:00:00,10/10/13 19:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 19:00:00,10/10/13 20:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 20:00:00,10/10/13 21:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 21:00:00,10/10/13 22:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 22:00:00,10/10/13 23:00:00,8589934592
AmazonEC2,CreateSnapshot,EU-EBS:SnapshotUsage,,10/10/13 22:00:00,10/10/13 23:00:00,35231255088
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/10/13 23:00:00,10/11/13 00:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 00:00:00,10/11/13 01:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 01:00:00,10/11/13 02:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 02:00:00,10/11/13 03:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 03:00:00,10/11/13 04:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 04:00:00,10/11/13 05:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 05:00:00,10/11/13 06:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 06:00:00,10/11/13 07:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 07:00:00,10/11/13 08:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 08:00:00,10/11/13 09:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 09:00:00,10/11/13 10:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 10:00:00,10/11/13 11:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 11:00:00,10/11/13 12:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 12:00:00,10/11/13 13:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 13:00:00,10/11/13 14:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 14:00:00,10/11/13 15:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 15:00:00,10/11/13 16:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 16:00:00,10/11/13 17:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 17:00:00,10/11/13 18:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 18:00:00,10/11/13 19:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 19:00:00,10/11/13 20:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 20:00:00,10/11/13 21:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 21:00:00,10/11/13 22:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 22:00:00,10/11/13 23:00:00,8589934592
AmazonEC2,CreateSnapshot,EU-EBS:SnapshotUsage,,10/11/13 22:00:00,10/11/13 23:00:00,35231255088
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/11/13 23:00:00,10/12/13 00:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 00:00:00,10/12/13 01:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 01:00:00,10/12/13 02:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 02:00:00,10/12/13 03:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 03:00:00,10/12/13 04:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 04:00:00,10/12/13 05:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 05:00:00,10/12/13 06:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 06:00:00,10/12/13 07:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 07:00:00,10/12/13 08:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 08:00:00,10/12/13 09:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 09:00:00,10/12/13 10:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 10:00:00,10/12/13 11:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 11:00:00,10/12/13 12:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 12:00:00,10/12/13 13:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 13:00:00,10/12/13 14:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 14:00:00,10/12/13 15:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 15:00:00,10/12/13 16:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 16:00:00,10/12/13 17:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 17:00:00,10/12/13 18:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 18:00:00,10/12/13 19:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 19:00:00,10/12/13 20:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 20:00:00,10/12/13 21:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 21:00:00,10/12/13 22:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 22:00:00,10/12/13 23:00:00,8589934592
AmazonEC2,CreateSnapshot,EU-EBS:SnapshotUsage,,10/12/13 22:00:00,10/12/13 23:00:00,35231255088
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/12/13 23:00:00,10/13/13 00:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 00:00:00,10/13/13 01:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 01:00:00,10/13/13 02:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 02:00:00,10/13/13 03:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 03:00:00,10/13/13 04:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 04:00:00,10/13/13 05:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 05:00:00,10/13/13 06:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 06:00:00,10/13/13 07:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 07:00:00,10/13/13 08:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 08:00:00,10/13/13 09:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 09:00:00,10/13/13 10:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 10:00:00,10/13/13 11:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 11:00:00,10/13/13 12:00:00,8589934592
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 12:00:00,10/13/13 13:00:00,8589934592
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/13/13 13:00:00,10/13/13 14:00:00,21184
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/13/13 13:00:00,10/13/13 14:00:00,27248
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 13:00:00,10/13/13 14:00:00,51539607552
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,10/13/13 13:00:00,10/13/13 14:00:00,1974
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,10/13/13 13:00:00,10/13/13 14:00:00,3188
AmazonEC2,RunInstances,EU-BoxUsage:t1.micro,,10/13/13 13:00:00,10/13/13 14:00:00,5
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/13/13 14:00:00,10/13/13 15:00:00,3766
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/13/13 14:00:00,10/13/13 15:00:00,144
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 14:00:00,10/13/13 15:00:00,34359738368
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,10/13/13 14:00:00,10/13/13 15:00:00,113
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,10/13/13 14:00:00,10/13/13 15:00:00,59
AmazonEC2,RunInstances,EU-BoxUsage:t1.micro,,10/13/13 14:00:00,10/13/13 15:00:00,3
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,10/13/13 15:00:00,10/13/13 16:00:00,639456
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,10/13/13 15:00:00,10/13/13 16:00:00,189140
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,10/13/13 15:00:00,10/13/13 16:00:00,34359738368
