Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 05:16:05";1386260165931;1684.1742238081736;41.03869178967787;20.179406165771226;277889;3.0;3059.0;13.0;5.0;52.0
