Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 08:37:17";1386272237285;2920.9191705872317;54.04552868265081;72.46231588766207;506009;3.0;4059.0;67.0;37.0;108.0
