Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-05 10:12:06";1386277926742;2709.252070305294;52.050476177507676;109.29578608427832;500010;5.0;4258.0;105.0;71.0;148.0
