Time;Timestamp;Variance;StdDev;Mean;Count;Min;Max;Median;Percentile 2.5;Percentile 97.5
"2013-12-06 06:15:39";1386350139423;2406.2829958765706;49.05387849983496;129.93842199780428;550164;8.0;5644.0;124.0;94.0;173.0
